name,image,availability,deckcode,type,subtype,rarity,attribute,class,cost,power,health,uses,ability,aactivate,activate,aassemble,assemble,banish,abattle,battle,beastform,abetray,betray,abreakthrough,breakthrough,change,acharge,charge,aconsume,consume,copy,acover,cover,adrain,drain,aempower,empower,aequip,equip,aexalt,exalt,aexpertise,expertise,aguard,guard,aheal,heal,ainvade,invade,alastgasp,lastgasp,alethal,lethal,amobilize,mobilize,amove,move,apilfer,pilfer,plot,aprophecy,prophecy,arally,rally,aregenerate,regenerate,asacrifice,sacrifice,ashackle,shackle,shout,asilence,silence,aslay,slay,steal,asummon,summon,transform,atreasurehunt,treasurehunt,uniqueability,unsummon,aveteran,veteran,award,ward,awaxwane,waxwane,awounded
Desperate Conjuring,LG-card-Desperate Conjuring.png,Core,eu,Action,,Epic,Intelligence,,3,,,,Sacrifice a creature to summon a random creature that costs 2 more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Destruction Tutor,LG-card-Destruction Tutor.png,FrostSpark Collection,ev,Creature,High Elf,Rare,Intelligence,,5,3,5,,Your actions that deal damage cost 2 less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determined Supplier,LG-card-Determined Supplier.png,Jaws of Oblivion,yt,Creature,Breton,Common,Endurance,,4,1,4,,Guard Last Gasp: Gain max magicka equal to Determined Supplier's power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devious Bandit,LG-card-Devious Bandit.png,Moons of Elsweyr,wj,Creature,Khajiit,Legendary,Agility,,6,3,3,,Summon: Deal 3 damage to your opponent and you gain 3 health. Devious Bandit has the Pilfer abilities of all your creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Devour,LG-card-Devour.png,Heroes of Skyrim,ex,Action,,Rare,Willpower,,4,,,,Destroy a creature with 4 power or less and give its Keywords to a random Dragon in your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devouring Flame,LG-card-Devouring Flame.png,Moons of Elsweyr,wS,Action,,Rare,Strength,,2,,,,"Deal 2 damage to a creature. If this would kill it, instead Banish it.",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discerning Thief,LG-card-Discerning Thief.png,Moons of Elsweyr,vK,Creature,Khajiit,Common,Intelligence,,3,3,4,,"Pilfer: Draw a card, then discard a card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disciple of Namira,LG-card-Disciple of Namira.png,Core,ey,Creature,Imperial,Epic,Endurance,,5,3,3,,"At the end of each turn, draw a card for each friendly creature that died in Disciple of Namira's lane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dismantle,LG-card-Dismantle.png,Houses of Morrowind,ez,Action,,Rare,Neutral,,3,,,,Destroy an enemy support or Neutral creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divayth Fyr,LG-card-Divayth Fyr.png,Core,eA,Creature,Dark Elf,Legendary,Intelligence,,11,6,6,,"Summon: Deal 6 damage to a random enemy. At the start of your turn, Divayth Fyr summons a Daughter of Fyr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Divayth's Experiments,LG-card-Divayth's Experiments.png,Houses of Morrowind,eB,Action,,Epic,,House Telvanni,9,,,,Betray Summon a copy of a friendly creature.,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dive Rock Fall,LG-card-Dive Rock Fall.png,Jaws of Oblivion,xH,Action,"",Rare,Willpower,,0,,,,Banish a creature with 0 power.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Fervor,LG-card-Divine Fervor.png,Core,eD,Support,,Epic,Willpower,,5,,,Ongoing,Friendly creatures have +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominion Battlereeve,LG-card-Dominion Battlereeve.png,Alliance War,sy,Creature,High Elf,Rare,,Aldmeri Dominion,3,3,3,,"Drain Summon, Last Gasp, and Slay: Deal 1 damage to your opponent.",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
Dominion Oathman,LG-card-Dominion Oathman.png,Alliance War,sU,Creature,High Elf,Common,Agility,,1,2,2,,"Summon: If you have a Willpower card in play, Drain. Intelligence card in play, deal 2 damage to your opponent.",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Doomcrag Vampire,LG-card-Doomcrag Vampire.png,Core,eE,Creature,Vampire,Legendary,Endurance,,6,4,4,,Lethal Other friendly creatures in this lane have Lethal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Doomed Adventurer,LG-card-Doomed Adventurer.png,Jaws of Oblivion,ys,Creature,Imperial,Rare,Endurance,,1,1,1,,Last Gasp: Give a random creature in your hand +2/+2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doomfang Ally,LG-card-Doomfang Ally.png,Isle of Madness,eF,Creature,Reachman,Rare,Neutral,,3,3,3,,Summon: If the top card of your deck is Strength: +2/+0 Intelligence: Ward Willpower: Drain Agility: Lethal Endurance: +0/+2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
Doppelganger,LG-card-Doppelganger.png,Forgotten Hero Collection,eG,Creature,Daedra,Rare,Intelligence,,5,1,1,,Summon: Transform Doppelganger into a copy of another friendly creature.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
Dormant Centurion,LG-card-Dormant Centurion.png,Clockwork City,eH,Creature,Dwemer,Common,Neutral,,3,3,5,,Dormant Centurion can't attack unless you've played an action this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dovah of the Voice,LG-card-Dovah of the Voice.png,Heroes of Skyrim,eI,Creature,Dragon,Common,Agility,,7,6,4,,Last Gasp: Put a random Shout into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Aspect,LG-card-Dragon Aspect.png,Clockwork City,eJ,Action,,Rare,Neutral,,4,,,,''Level 1'': You gain 3 health and Battle an enemy creature as if you had 3 power. ''Level 2'': You gain 5 health and Battle an enemy creature as if you had 5 power. ''Level 3'': You gain 7 health and Battle an enemy creature as if you had 7 power.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Dragon Cult Ghost,LG-card-Dragon Cult Ghost.png,Heroes of Skyrim,eK,Creature,Spirit,Epic,Endurance,,1,1,1,,Spend all your available magicka to play Dragon Cult Ghost. Its power and health are equal to the magicka spent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dragon Mound,LG-card-Dragon Mound.png,Heroes of Skyrim,eL,Support,,Legendary,Neutral,,6,,,Ongoing,Summon: Transform all cards in your deck into random Dragons. Your Dragons cost 1 less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,
Dragon Priest Mask,LG-card-Dragon Priest Mask.png,Heroes of Skyrim,eM,Item,,Epic,Intelligence,,6,,,,+2/+2 Summon: Trigger the wielder's summon ability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dragon's Fury,LG-card-Dragon's Fury.png,Heroes of Skyrim,eN,Action,,Common,Intelligence,,4,,,,"Deal 3 damage to a creature, and 3 extra damage for each friendly Dragon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonfire Wizard,LG-card-Dragonfire Wizard.png,Monthly Card,yR,Creature,Imperial,Epic,,Mage,3,2,3,,"At the end of your turn, add a flame to Dragonfire Wizard. Last Gasp: Put a Flame Lash into your hand that deals damage and gains health equal to the number of flames on Dagonfire Wizard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonguard Outcast,LG-card-Dragonguard Outcast.png,Alliance War,sV,Creature,Imperial,Rare,Agility,,3,1,3,,Lethal Summon: Dragonguard Outcast has Cover until she attacks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dragonplate Armor,LG-card-Dragonplate Armor.png,Heroes of Skyrim,eO,Item,,Common,Endurance,,4,,,,+2/+2 Summon: +2/+2 if you have a Dragon in your discard pile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonstar Rider,LG-card-Dragonstar Rider.png,Core,eP,Creature,Redguard,Epic,Intelligence,,5,3,3,,"When Dragonstar Rider equips an item, draw a card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dragontail Savior,LG-card-Dragontail Savior.png,Core,eQ,Creature,Orc,Common,Endurance,,2,2,3,,Summon: +1/+0 for each enemy creature in this lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Drain Blood,LG-card-Drain Blood.png,Houses of Morrowind,eR,Action,,Common,Agility,,4,,,,Betray Give a creature -2/-2.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drain Vitality,LG-card-Drain Vitality.png,Heroes of Skyrim,eS,Action,,Common,Agility,,1,,,,''Level 1'': Give an enemy creature -1/-1. ''Level 2'': Give an enemy creature -2/-2. ''Level 3'': Give all enemy creatures in a lane -2/-2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Dread Clannfear,LG-card-Dread Clannfear.png,Core,eT,Creature,Daedra,Epic,Strength,,6,6,3,,Summon: All enemy creatures lose Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dremora Adept,LG-card-Dremora Adept.png,Jaws of Oblivion,xF,Creature,Daedra,Legendary,Intelligence,,3,4,3,,"When Dremora Adept gains a Keyword, Invade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dremora Archer,LG-card-Dremora Archer.png,Jaws of Oblivion,xw,Creature,Daedra,Rare,Strength,,3,1,1,,Prophecy Summon: Deal damage to a creature equal to Dremora Archer's power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dremora Markynaz,LG-card-Dremora Markynaz.png,Core,eU,Creature,Daedra,Legendary,Strength,,10,5,5,,Guard Summon: Double a creature's power and health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dren Bodyguard,LG-card-Dren Bodyguard.png,Houses of Morrowind,eV,Creature,Dark Elf,Common,Willpower,,5,5,5,,Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dres Renegade,LG-card-Dres Renegade.png,Core,eX,Creature,Dark Elf,Rare,Intelligence,,4,4,4,,Guard Other friendly creatures are immune to Shackle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,
Dres Spy,LG-card-Dres Spy.png,Houses of Morrowind,eY,Creature,Dark Elf,Common,Agility,,0,1,1,,Summon: Look at the top card of your deck. You may discard it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dres Tormentor,LG-card-Dres Tormentor.png,Core,eZ,Creature,Dark Elf,Rare,Intelligence,,4,3,4,,"When an enemy creature becomes Shackled, deal 3 damage to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,
Dreugh Shell Armor,LG-card-Dreugh Shell Armor.png,Core,fa,Item,,Rare,Neutral,,4,,,,+3/+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drive Mad,LG-card-Drive Mad.png,Isle of Madness,fb,Action,,Common,Strength,,4,,,,A creature Battles itself.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dro-m'Athra Reaper,LG-card-Dro-m'Athra Reaper.png,Moons of Elsweyr,wy,Creature,Khajiit,Legendary,Endurance,,2,3,2,,"Summon: Consume a creature. When a creature leaves your discard pile, Dro-m'Athra Reaper gains +0/+1 and you gain 1 health.",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Duel Atop the World,LG-card-Duel Atop the World.png,Heroes of Skyrim,fd,Action,,Epic,Strength,,7,,,,Give a friendly creature +3/+3. It Battles your opponent's most powerful creature.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke Vedam Dren,LG-card-Duke Vedam Dren.png,Houses of Morrowind,ff,Creature,Dark Elf,Legendary,,House Hlaalu,5,4,5,,"The first time you play a card each turn, draw a random card from your deck with cost equal to your remaining magicka.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dune Smuggler,LG-card-Dune Smuggler.png,Core,fh,Creature,Khajiit,Rare,Agility,,3,3,1,,"Summon: Move another friendly creature in this lane. When a friendly creature moves, give it +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Dune Stalker,LG-card-Dune Stalker.png,Core,fi,Creature,Khajiit,Rare,Agility,,2,3,1,,Prophecy Summon: Move another friendly creature in this lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Duneripper,LG-card-Duneripper.png,Monthly Card,yK,Creature,Beast,Epic,,Archer,5,4,3,,"When Duneripper enters a lane, it deals 2 damage to an enemy creature in the lane. Pilfer: Move.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dunmer Nightblade,LG-card-Dunmer Nightblade.png,Core,fk,Creature,Dark Elf,Common,Intelligence,,2,2,1,,Last Gasp: Put an Iron Sword into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunmer Tyro,LG-card-Dunmer Tyro.png,Alliance War,sW,Creature,Dark Elf,Common,Agility,,3,1,4,,Charge Veteran: +2/+0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Dushnikh Yal Archer,LG-card-Dushnikh Yal Archer.png,Monthly Card,fl,Creature,Orc,Epic,Strength,,4,3,3,,Guard Summon: Deal 1 damage or destroy an enemy support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dust Eater Skirmisher,LG-card-Dust Eater Skirmisher.png,Jaws of Oblivion,xz,Creature,Goblin,Rare,Agility,,1,2,1,,"When Dust Eater Skirmisher takes damage from a creature, give that creature -1/-1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Dwarven Armaments,LG-card-Dwarven Armaments.png,Core,fm,Item,,Epic,Neutral,,6,,,,+5/+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwarven Ballista,LG-card-Dwarven Ballista.png,Core,fn,Creature,Dwemer,Common,Neutral,,6,5,5,,Breakthrough,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwarven Centurion,LG-card-Dwarven Centurion.png,Core,fo,Creature,Dwemer,Epic,Neutral,,7,6,8,,"Breakthrough When Dwarven Centurion takes damage, put a 0/3 Dwarven Spider with Guard into your hand.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwarven Colossus,LG-card-Dwarven Colossus.png,Clockwork City,fp,Creature,Dwemer,Epic,Neutral,,11,11,11,,Summon: Summon a Power Sphere in each lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dwarven Dynamo,LG-card-Dwarven Dynamo.png,Heroes of Skyrim,fq,Creature,Dwemer,Rare,Neutral,,4,2,1,,Summon: Give another Neutral creature +3/+3 and Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Dwarven Sphere,LG-card-Dwarven Sphere.png,Core,fr,Creature,Dwemer,Common,Neutral,,3,2,3,,Summon: Shackle an enemy creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,
Dwarven Spider,LG-card-Dwarven Spider.png,Core,fs,Creature,Dwemer,Common,Neutral,,0,0,3,,Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwemer Puzzle Box,LG-card-Dwemer Puzzle Box.png,Houses of Morrowind,ft,Support,,Rare,Neutral,,2,,,3,Activate: Discard the top card of your deck. Last Gasp: Draw a card.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eager Torturer,LG-card-Eager Torturer.png,Isle of Madness,fu,Creature,Imperial,Common,Agility,,3,2,2,,"When you sacrifice a creature, Eager Torturer gains +2/+2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Earthbone Spinner,LG-card-Earthbone Spinner.png,Core,fv,Creature,Wood Elf,Epic,Strength,,4,3,2,,"Summon: Silence another creature, then deal 1 damage to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
East Empire Crafter,LG-card-East Empire Crafter.png,Heroes of Skyrim,fw,Creature,Imperial,Common,Endurance,,3,2,4,,"When you summon another creature with 5 health or more, give it +1/+1 and Guard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastmarch Crusader,LG-card-Eastmarch Crusader.png,Core,fx,Creature,Nord,Rare,Willpower,,3,4,2,,Summon: Draw a card if an enemy rune has been destroyed this game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Ebonheart Oracle,LG-card-Ebonheart Oracle.png,Houses of Morrowind,fy,Creature,Imperial,Legendary,Willpower,,5,3,5,,Drain Double the amount of health you gain.,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Ebonthread Cloak,LG-card-Ebonthread Cloak.png,Alliance War,sK,Item,,Rare,Strength,,2,,,,Mobilize+1/+2 Summon: Your opponent can't target the wielder with actions until your next turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Echo of Akatosh,LG-card-Echo of Akatosh.png,Heroes of Skyrim,fz,Creature,Dragon,Legendary,Intelligence,,6,5,5,,"When you draw a creature, give it a random Keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Eclipse Baroness,LG-card-Eclipse Baroness.png,Dark Brotherhood,fA,Creature,Dark Elf,Epic,Agility,,8,5,5,,Summon and Last Gasp: Draw a card and reduce its cost by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Edict of Azura,LG-card-Edict of Azura.png,Core,fB,Action,,Epic,,Spellsword,4,,,,Destroy an enemy creature or support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elder Centaur,LG-card-Elder Centaur.png,Core,fC,Creature,Centaur,Epic,Agility,,5,5,4,,"After Elder Centaur attacks, give him Cover.",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldergleam Matron,LG-card-Eldergleam Matron.png,Heroes of Skyrim,fD,Creature,Spriggan,Rare,Agility,,3,4,2,,Summon: Put a random Animal into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Elixir of Conflict,LG-card-Elixir of Conflict.png,Core,fE,Support,,Rare,Neutral,,3,,,3,Activate: Give a creature +1/+1.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elixir of Deflection,LG-card-Elixir of Deflection.png,Core,fF,Support,,Rare,Intelligence,,5,,,3,Activate: Give a creature a Ward.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Elixir of Light Feet,LG-card-Elixir of Light Feet.png,Core,fG,Support,,Rare,Agility,,2,,,3,Activate: Give a creature Cover.,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elixir of Potency,LG-card-Elixir of Potency.png,Jaws of Oblivion,xV,Support,,Epic,Intelligence,,2,,,3,Activate: Give a creature a random Keyword.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elixir of the Defender,LG-card-Elixir of the Defender.png,Core,fH,Support,,Rare,Willpower,,2,,,3,Activate: Give a friendly creature Guard.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elixir of Vigor,LG-card-Elixir of Vigor.png,Core,fI,Support,,Rare,Endurance,,2,,,3,Activate: Give a creature +0/+1.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elixir of Vitality,LG-card-Elixir of Vitality.png,Heroes of Skyrim,fJ,Support,,Common,Willpower,,1,,,3,Activate: Gain 2 health.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elsweyr Lookout,LG-card-Elsweyr_Lookout.png,Monthly Card,fK,Creature,Khajiit,Epic,Willpower,,3,1,1,,Pilfer: Double Elsweyr Lookout's power and health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elusive Schemer,LG-card-Elusive Schemer.png,Core,fL,Creature,Dark Elf,Rare,Intelligence,,4,3,1,,Summon: Draw a card. Last Gasp: Shuffle a 0-cost Elusive Schemer into your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Elytra Noble,LG-card-Elytra Noble.png,Isle of Madness,gk,Creature,Elytra,Common,Agility,,6,4,6,,Lethal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
